Provider,inpatient_claim_count,in_sum_amt,in_mean_amt,in_std_amt,in_unique_benes,outpatient_claim_count,out_sum_amt,out_mean_amt,out_std_amt,out_unique_benes,total_claim_count,total_sum_amt,mean_amt_overall,pct_inpatient,unique_beneficiaries,PotentialFraud,_label_raw,_label
PRV52953,0.0,0.0,0.0,0.0,0.0,85.0,23580.0,277.4117647058824,564.2655423122134,61.0,85.0,23580.0,277.4117647058824,0.0,61.0,No,No,legit
PRV52954,0.0,0.0,0.0,0.0,0.0,1.0,2100.0,2100.0,0.0,1.0,1.0,2100.0,2100.0,0.0,1.0,No,No,legit
PRV52955,0.0,0.0,0.0,0.0,0.0,73.0,14160.0,193.97260273972603,291.9747883238256,63.0,73.0,14160.0,193.97260273972603,0.0,63.0,No,No,legit
PRV52956,0.0,0.0,0.0,0.0,0.0,18.0,2110.0,117.22222222222223,124.32431760404889,9.0,18.0,2110.0,117.22222222222223,0.0,9.0,No,No,legit
PRV52957,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,No,No,legit
PRV52958,0.0,0.0,0.0,0.0,0.0,16.0,2020.0,126.25,95.97742790191174,15.0,16.0,2020.0,126.25,0.0,15.0,No,No,legit
PRV52961,0.0,0.0,0.0,0.0,0.0,5.0,320.0,64.0,40.98780306383839,5.0,5.0,320.0,64.0,0.0,5.0,No,No,legit
PRV52962,0.0,0.0,0.0,0.0,0.0,14.0,3520.0,251.42857142857142,575.8586517655065,9.0,14.0,3520.0,251.42857142857142,0.0,9.0,No,No,legit
PRV52963,0.0,0.0,0.0,0.0,0.0,9.0,850.0,94.44444444444444,147.8268506658306,7.0,9.0,850.0,94.44444444444444,0.0,7.0,No,No,legit
PRV52964,0.0,0.0,0.0,0.0,0.0,91.0,27140.0,298.24175824175825,600.8967251008065,37.0,91.0,27140.0,298.24175824175825,0.0,37.0,No,No,legit
PRV52966,0.0,0.0,0.0,0.0,0.0,3.0,710.0,236.66666666666666,317.8574103797697,3.0,3.0,710.0,236.66666666666666,0.0,3.0,No,No,legit
PRV52970,1.0,4000.0,4000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4000.0,4000.0,1.0,1.0,No,No,legit
PRV52971,3.0,15000.0,5000.0,2645.7513110645905,3.0,0.0,0.0,0.0,0.0,0.0,3.0,15000.0,5000.0,1.0,3.0,No,No,legit
PRV52972,17.0,220000.0,12941.176470588236,13566.828057044571,14.0,0.0,0.0,0.0,0.0,0.0,17.0,220000.0,12941.176470588236,1.0,14.0,No,No,legit
PRV52976,4.0,29000.0,7250.0,5188.127472091127,4.0,0.0,0.0,0.0,0.0,0.0,4.0,29000.0,7250.0,1.0,4.0,No,No,legit
PRV52978,5.0,59000.0,11800.0,7661.592523751182,5.0,0.0,0.0,0.0,0.0,0.0,5.0,59000.0,11800.0,1.0,5.0,No,No,legit
PRV52979,6.0,68000.0,11333.333333333334,6742.897497861485,6.0,0.0,0.0,0.0,0.0,0.0,6.0,68000.0,11333.333333333334,1.0,6.0,No,No,legit
PRV52980,0.0,0.0,0.0,0.0,0.0,601.0,142660.0,237.3710482529118,477.8379192715171,229.0,601.0,142660.0,237.3710482529118,0.0,229.0,No,No,legit
PRV52981,0.0,0.0,0.0,0.0,0.0,369.0,85830.0,232.60162601626016,476.3125527761487,149.0,369.0,85830.0,232.60162601626016,0.0,149.0,No,No,legit
PRV52982,0.0,0.0,0.0,0.0,0.0,643.0,216220.0,336.2674961119751,704.6181020718931,231.0,643.0,216220.0,336.2674961119751,0.0,231.0,Yes,Yes,fraud
PRV52985,121.0,1361000.0,11247.933884297521,11348.480802685688,92.0,1282.0,359120.0,280.1248049921997,587.004316133542,464.0,1403.0,1720120.0,1226.0299358517464,0.08624376336421953,556.0,Yes,Yes,fraud
PRV52986,9.0,124000.0,13777.777777777777,7996.527023930104,7.0,27.0,8490.0,314.44444444444446,565.8100614526271,24.0,36.0,132490.0,3680.277777777778,0.25,31.0,No,No,legit
PRV52988,0.0,0.0,0.0,0.0,0.0,312.0,76070.0,243.81410256410257,504.1842962244268,124.0,312.0,76070.0,243.81410256410257,0.0,124.0,No,No,legit
PRV52989,70.0,860000.0,12285.714285714286,13397.104226522784,56.0,107.0,22590.0,211.1214953271028,432.40949997157486,86.0,177.0,882590.0,4986.38418079096,0.3954802259887006,142.0,Yes,Yes,fraud
PRV52990,22.0,190000.0,8636.363636363636,6637.16415737535,17.0,57.0,18160.0,318.5964912280702,583.9105808392585,43.0,79.0,208160.0,2634.9367088607596,0.27848101265822783,60.0,Yes,Yes,fraud
PRV52991,8.0,87000.0,10875.0,11025.133624068754,8.0,51.0,16970.0,332.7450980392157,637.1281768415913,47.0,59.0,103970.0,1762.2033898305085,0.13559322033898305,55.0,No,No,legit
PRV52993,0.0,0.0,0.0,0.0,0.0,10.0,3120.0,312.0,661.7955374081433,9.0,10.0,3120.0,312.0,0.0,9.0,No,No,legit
PRV52996,0.0,0.0,0.0,0.0,0.0,37.0,11510.0,311.0810810810811,619.748084053261,30.0,37.0,11510.0,311.0810810810811,0.0,30.0,No,No,legit
PRV52998,15.0,147300.0,9820.0,11302.983171332628,13.0,18.0,3890.0,216.11111111111111,373.1761749044811,16.0,33.0,151190.0,4581.515151515152,0.45454545454545453,29.0,No,No,legit
PRV52999,8.0,57000.0,7125.0,5914.570386523678,6.0,48.0,16210.0,337.7083333333333,698.162450105696,46.0,56.0,73210.0,1307.3214285714287,0.14285714285714285,52.0,No,No,legit
PRV53000,0.0,0.0,0.0,0.0,0.0,703.0,200250.0,284.850640113798,565.0292573888806,469.0,703.0,200250.0,284.850640113798,0.0,469.0,No,No,legit
PRV53001,0.0,0.0,0.0,0.0,0.0,150.0,45460.0,303.06666666666666,567.5047782865587,105.0,150.0,45460.0,303.06666666666666,0.0,105.0,No,No,legit
PRV53002,0.0,0.0,0.0,0.0,0.0,397.0,116040.0,292.29219143576825,658.0887810178037,134.0,397.0,116040.0,292.29219143576825,0.0,134.0,No,No,legit
PRV53004,0.0,0.0,0.0,0.0,0.0,18.0,4310.0,239.44444444444446,468.11853981685175,16.0,18.0,4310.0,239.44444444444446,0.0,16.0,No,No,legit
PRV53005,16.0,160200.0,10012.5,10576.822144040558,14.0,34.0,8660.0,254.7058823529412,373.74627022861904,25.0,50.0,168860.0,3377.2,0.32,39.0,Yes,Yes,fraud
PRV53007,37.0,385000.0,10405.405405405405,12446.461923551384,30.0,59.0,15540.0,263.3898305084746,459.1807178213566,39.0,96.0,400540.0,4172.291666666667,0.3854166666666667,69.0,Yes,Yes,fraud
PRV53008,39.0,351000.0,9000.0,6117.274935098057,35.0,13.0,2600.0,200.0,217.06373871899163,13.0,52.0,353600.0,6800.0,0.75,48.0,Yes,Yes,fraud
PRV53009,5.0,31000.0,6200.0,5848.076606885378,5.0,32.0,4620.0,144.375,171.2183570954108,18.0,37.0,35620.0,962.7027027027027,0.13513513513513514,23.0,No,No,legit
PRV53013,0.0,0.0,0.0,0.0,0.0,4.0,5030.0,1257.5,1437.0890717001505,4.0,4.0,5030.0,1257.5,0.0,4.0,No,No,legit
PRV53014,0.0,0.0,0.0,0.0,0.0,8.0,1180.0,147.5,232.1791180471294,8.0,8.0,1180.0,147.5,0.0,8.0,No,No,legit
PRV53015,0.0,0.0,0.0,0.0,0.0,8.0,1120.0,140.0,171.6308330607961,6.0,8.0,1120.0,140.0,0.0,6.0,No,No,legit
PRV53016,0.0,0.0,0.0,0.0,0.0,31.0,16900.0,545.1612903225806,1245.4179244139748,18.0,31.0,16900.0,545.1612903225806,0.0,18.0,No,No,legit
PRV53017,0.0,0.0,0.0,0.0,0.0,9.0,1000.0,111.11111111111111,124.44320435890064,4.0,9.0,1000.0,111.11111111111111,0.0,4.0,No,No,legit
PRV53018,0.0,0.0,0.0,0.0,0.0,41.0,11260.0,274.6341463414634,524.6241395560044,22.0,41.0,11260.0,274.6341463414634,0.0,22.0,No,No,legit
PRV53019,0.0,0.0,0.0,0.0,0.0,15.0,4920.0,328.0,651.7580620357307,13.0,15.0,4920.0,328.0,0.0,13.0,No,No,legit
PRV53020,0.0,0.0,0.0,0.0,0.0,2.0,4500.0,2250.0,353.5533905932738,2.0,2.0,4500.0,2250.0,0.0,2.0,No,No,legit
PRV53021,18.0,213000.0,11833.333333333334,9313.178518510587,15.0,10.0,3950.0,395.0,1023.4174775395098,6.0,28.0,216950.0,7748.214285714285,0.6428571428571429,21.0,Yes,Yes,fraud
PRV53024,2.0,10000.0,5000.0,1414.213562373095,2.0,24.0,3800.0,158.33333333333334,231.20979869913117,17.0,26.0,13800.0,530.7692307692307,0.07692307692307693,19.0,No,No,legit
PRV53025,0.0,0.0,0.0,0.0,0.0,50.0,9460.0,189.2,284.5034342176429,19.0,50.0,9460.0,189.2,0.0,19.0,No,No,legit
PRV53026,0.0,0.0,0.0,0.0,0.0,26.0,6140.0,236.15384615384616,648.4385980064847,16.0,26.0,6140.0,236.15384615384616,0.0,16.0,No,No,legit
PRV53027,0.0,0.0,0.0,0.0,0.0,5.0,500.0,100.0,93.8083151964686,3.0,5.0,500.0,100.0,0.0,3.0,No,No,legit
PRV53028,0.0,0.0,0.0,0.0,0.0,3.0,300.0,100.0,88.88194417315589,3.0,3.0,300.0,100.0,0.0,3.0,No,No,legit
PRV53029,4.0,38000.0,9500.0,8062.25774829855,3.0,12.0,2050.0,170.83333333333334,279.82001791194716,10.0,16.0,40050.0,2503.125,0.25,13.0,No,No,legit
PRV53031,0.0,0.0,0.0,0.0,0.0,6.0,1390.0,231.66666666666666,293.9671183426246,6.0,6.0,1390.0,231.66666666666666,0.0,6.0,No,No,legit
PRV53032,5.0,44000.0,8800.0,6016.643582596529,4.0,18.0,4310.0,239.44444444444446,570.968961989665,15.0,23.0,48310.0,2100.4347826086955,0.21739130434782608,19.0,No,No,legit
PRV53033,2.0,75000.0,37500.0,50204.581464244875,1.0,0.0,0.0,0.0,0.0,0.0,2.0,75000.0,37500.0,1.0,1.0,No,No,legit
PRV53034,0.0,0.0,0.0,0.0,0.0,2.0,3400.0,1700.0,2262.741699796952,2.0,2.0,3400.0,1700.0,0.0,2.0,No,No,legit
PRV53035,0.0,0.0,0.0,0.0,0.0,34.0,5140.0,151.1764705882353,285.1981204609148,27.0,34.0,5140.0,151.1764705882353,0.0,27.0,No,No,legit
PRV53036,0.0,0.0,0.0,0.0,0.0,122.0,39530.0,324.0163934426229,624.6660725606706,69.0,122.0,39530.0,324.0163934426229,0.0,69.0,No,No,legit
PRV53037,0.0,0.0,0.0,0.0,0.0,9.0,4340.0,482.22222222222223,1062.4709146345817,9.0,9.0,4340.0,482.22222222222223,0.0,9.0,No,No,legit
PRV53038,0.0,0.0,0.0,0.0,0.0,24.0,13310.0,554.5833333333334,899.9226013418026,7.0,24.0,13310.0,554.5833333333334,0.0,7.0,No,No,legit
PRV53040,5.0,51000.0,10200.0,2167.94833886788,5.0,9.0,800.0,88.88888888888889,85.35872018201252,8.0,14.0,51800.0,3700.0,0.35714285714285715,13.0,No,No,legit
PRV53042,0.0,0.0,0.0,0.0,0.0,39.0,10090.0,258.71794871794873,579.0790305448248,36.0,39.0,10090.0,258.71794871794873,0.0,36.0,No,No,legit
PRV53043,0.0,0.0,0.0,0.0,0.0,61.0,37740.0,618.688524590164,964.4177438742267,24.0,61.0,37740.0,618.688524590164,0.0,24.0,No,No,legit
PRV53044,0.0,0.0,0.0,0.0,0.0,67.0,14460.0,215.82089552238807,421.9584542730708,49.0,67.0,14460.0,215.82089552238807,0.0,49.0,No,No,legit
PRV53045,0.0,0.0,0.0,0.0,0.0,216.0,62730.0,290.4166666666667,535.2898041422093,78.0,216.0,62730.0,290.4166666666667,0.0,78.0,No,No,legit
PRV53047,0.0,0.0,0.0,0.0,0.0,79.0,13060.0,165.31645569620252,246.84592642457173,32.0,79.0,13060.0,165.31645569620252,0.0,32.0,No,No,legit
PRV53048,0.0,0.0,0.0,0.0,0.0,7.0,5620.0,802.8571428571429,1297.596679580039,6.0,7.0,5620.0,802.8571428571429,0.0,6.0,No,No,legit
PRV53049,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,7.0710678118654755,2.0,2.0,10.0,5.0,0.0,2.0,No,No,legit
PRV53050,2.0,3000.0,1500.0,2121.3203435596424,2.0,6.0,730.0,121.66666666666667,107.40887610745523,6.0,8.0,3730.0,466.25,0.25,8.0,No,No,legit
PRV53052,1.0,4000.0,4000.0,0.0,1.0,8.0,1530.0,191.25,190.22073643908692,7.0,9.0,5530.0,614.4444444444445,0.1111111111111111,8.0,No,No,legit
PRV53054,0.0,0.0,0.0,0.0,0.0,49.0,10690.0,218.16326530612244,504.99452748432407,27.0,49.0,10690.0,218.16326530612244,0.0,27.0,No,No,legit
PRV53055,0.0,0.0,0.0,0.0,0.0,80.0,22570.0,282.125,564.5468525589148,28.0,80.0,22570.0,282.125,0.0,28.0,No,No,legit
PRV53056,0.0,0.0,0.0,0.0,0.0,35.0,10110.0,288.85714285714283,543.6573933503875,22.0,35.0,10110.0,288.85714285714283,0.0,22.0,No,No,legit
PRV53057,0.0,0.0,0.0,0.0,0.0,53.0,20640.0,389.4339622641509,720.3348983267853,29.0,53.0,20640.0,389.4339622641509,0.0,29.0,No,No,legit
PRV53059,0.0,0.0,0.0,0.0,0.0,33.0,16320.0,494.54545454545456,717.4394177781272,21.0,33.0,16320.0,494.54545454545456,0.0,21.0,No,No,legit
PRV53061,1.0,9000.0,9000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9000.0,9000.0,1.0,1.0,No,No,legit
PRV53062,0.0,0.0,0.0,0.0,0.0,4.0,190.0,47.5,41.129875597510214,4.0,4.0,190.0,47.5,0.0,4.0,No,No,legit
PRV53063,2.0,7000.0,3500.0,707.1067811865476,2.0,2.0,450.0,225.0,247.48737341529164,2.0,4.0,7450.0,1862.5,0.5,4.0,No,No,legit
PRV53064,0.0,0.0,0.0,0.0,0.0,35.0,6640.0,189.71428571428572,319.18541277930046,28.0,35.0,6640.0,189.71428571428572,0.0,28.0,No,No,legit
PRV53065,0.0,0.0,0.0,0.0,0.0,38.0,6230.0,163.94736842105263,261.59117550291285,30.0,38.0,6230.0,163.94736842105263,0.0,30.0,No,No,legit
PRV53066,0.0,0.0,0.0,0.0,0.0,7.0,1220.0,174.28571428571428,223.59614955369446,5.0,7.0,1220.0,174.28571428571428,0.0,5.0,No,No,legit
PRV53067,0.0,0.0,0.0,0.0,0.0,16.0,4540.0,283.75,810.3980503431632,14.0,16.0,4540.0,283.75,0.0,14.0,No,No,legit
PRV53069,0.0,0.0,0.0,0.0,0.0,11.0,2630.0,239.0909090909091,250.57751477155907,9.0,11.0,2630.0,239.0909090909091,0.0,9.0,No,No,legit
PRV53070,12.0,111000.0,9250.0,11282.528730096572,10.0,8.0,530.0,66.25,37.00868623908253,7.0,20.0,111530.0,5576.5,0.6,17.0,No,No,legit
PRV53071,0.0,0.0,0.0,0.0,0.0,28.0,12310.0,439.64285714285717,827.6270503019668,20.0,28.0,12310.0,439.64285714285717,0.0,20.0,No,No,legit
PRV53072,0.0,0.0,0.0,0.0,0.0,18.0,4990.0,277.22222222222223,609.4337348097683,18.0,18.0,4990.0,277.22222222222223,0.0,18.0,No,No,legit
PRV53073,0.0,0.0,0.0,0.0,0.0,14.0,1270.0,90.71428571428571,155.38855941028734,7.0,14.0,1270.0,90.71428571428571,0.0,7.0,No,No,legit
PRV53074,0.0,0.0,0.0,0.0,0.0,178.0,48950.0,275.0,509.4821232372193,66.0,178.0,48950.0,275.0,0.0,66.0,No,No,legit
PRV53075,0.0,0.0,0.0,0.0,0.0,2.0,1780.0,890.0,1145.512985522207,2.0,2.0,1780.0,890.0,0.0,2.0,No,No,legit
PRV53076,0.0,0.0,0.0,0.0,0.0,105.0,30840.0,293.7142857142857,593.0272032008851,47.0,105.0,30840.0,293.7142857142857,0.0,47.0,No,No,legit
PRV53077,0.0,0.0,0.0,0.0,0.0,124.0,38270.0,308.6290322580645,625.2886613753558,81.0,124.0,38270.0,308.6290322580645,0.0,81.0,No,No,legit
PRV53078,0.0,0.0,0.0,0.0,0.0,45.0,10880.0,241.77777777777777,444.3600551195601,37.0,45.0,10880.0,241.77777777777777,0.0,37.0,No,No,legit
PRV53079,0.0,0.0,0.0,0.0,0.0,1.0,50.0,50.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,No,No,legit
PRV53081,0.0,0.0,0.0,0.0,0.0,9.0,1800.0,200.0,285.3506614676055,8.0,9.0,1800.0,200.0,0.0,8.0,No,No,legit
PRV53083,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,1.0,1.0,10.0,10.0,0.0,1.0,No,No,legit
PRV53084,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,1.0,1.0,100.0,100.0,0.0,1.0,No,No,legit
PRV53085,0.0,0.0,0.0,0.0,0.0,2.0,640.0,320.0,395.9797974644666,2.0,2.0,640.0,320.0,0.0,2.0,No,No,legit
PRV53086,0.0,0.0,0.0,0.0,0.0,4.0,1060.0,265.0,424.6174749112429,4.0,4.0,1060.0,265.0,0.0,4.0,No,No,legit
PRV53087,0.0,0.0,0.0,0.0,0.0,31.0,9580.0,309.03225806451616,716.1487500918118,16.0,31.0,9580.0,309.03225806451616,0.0,16.0,No,No,legit
PRV53090,0.0,0.0,0.0,0.0,0.0,179.0,58850.0,328.7709497206704,660.4166611635046,71.0,179.0,58850.0,328.7709497206704,0.0,71.0,No,No,legit
PRV53091,4.0,19000.0,4750.0,2061.5528128088304,4.0,0.0,0.0,0.0,0.0,0.0,4.0,19000.0,4750.0,1.0,4.0,No,No,legit
PRV53095,2.0,36000.0,18000.0,15556.349186104046,2.0,2.0,100.0,50.0,70.71067811865476,2.0,4.0,36100.0,9025.0,0.5,4.0,No,No,legit
PRV53096,0.0,0.0,0.0,0.0,0.0,130.0,53000.0,407.6923076923077,774.8923790857514,103.0,130.0,53000.0,407.6923076923077,0.0,103.0,No,No,legit
PRV53099,0.0,0.0,0.0,0.0,0.0,2.0,220.0,110.0,127.27922061357856,2.0,2.0,220.0,110.0,0.0,2.0,No,No,legit
PRV53100,5.0,50000.0,10000.0,13546.217184144067,5.0,125.0,36880.0,295.04,640.9954758030667,71.0,130.0,86880.0,668.3076923076923,0.038461538461538464,76.0,No,No,legit
PRV53101,2.0,9000.0,4500.0,2121.3203435596424,2.0,6.0,410.0,68.33333333333333,27.141603981096377,6.0,8.0,9410.0,1176.25,0.25,8.0,No,No,legit
PRV53102,0.0,0.0,0.0,0.0,0.0,19.0,5910.0,311.05263157894734,605.2996937866776,16.0,19.0,5910.0,311.05263157894734,0.0,16.0,No,No,legit
PRV53103,7.0,77000.0,11000.0,10488.088481701516,7.0,72.0,11440.0,158.88888888888889,218.24237434401098,60.0,79.0,88440.0,1119.493670886076,0.08860759493670886,67.0,No,No,legit
PRV53104,28.0,239500.0,8553.57142857143,10478.672595566644,21.0,52.0,13270.0,255.19230769230768,494.9608437062605,38.0,80.0,252770.0,3159.625,0.35,59.0,No,No,legit
PRV53106,4.0,18000.0,4500.0,2380.4761428476168,2.0,40.0,9140.0,228.5,498.51343113866153,26.0,44.0,27140.0,616.8181818181819,0.09090909090909091,28.0,Yes,Yes,fraud
PRV53107,9.0,103000.0,11444.444444444445,8661.857640124188,9.0,6.0,390.0,65.0,25.09980079602227,6.0,15.0,103390.0,6892.666666666667,0.6,15.0,No,No,legit
PRV53108,5.0,54000.0,10800.0,12111.977542911809,5.0,43.0,15450.0,359.30232558139534,688.9792150740011,35.0,48.0,69450.0,1446.875,0.10416666666666667,40.0,No,No,legit
PRV53109,3.0,15800.0,5266.666666666667,4605.793453177566,2.0,25.0,6490.0,259.6,662.5926350330193,20.0,28.0,22290.0,796.0714285714286,0.10714285714285714,22.0,No,No,legit
PRV53110,1.0,15000.0,15000.0,0.0,1.0,29.0,8280.0,285.51724137931035,735.777461537389,21.0,30.0,23280.0,776.0,0.03333333333333333,22.0,No,No,legit
PRV53111,7.0,57000.0,8142.857142857143,3484.660262185848,6.0,26.0,11750.0,451.9230769230769,871.3760117458788,23.0,33.0,68750.0,2083.3333333333335,0.21212121212121213,29.0,No,No,legit
PRV53113,0.0,0.0,0.0,0.0,0.0,81.0,19320.0,238.5185185185185,547.9281684470856,61.0,81.0,19320.0,238.5185185185185,0.0,61.0,No,No,legit
PRV53114,14.0,274000.0,19571.428571428572,25439.866611026348,10.0,15.0,90680.0,6045.333333333333,22039.19556046411,14.0,29.0,364680.0,12575.172413793103,0.4827586206896552,24.0,Yes,Yes,fraud
PRV53116,0.0,0.0,0.0,0.0,0.0,44.0,8230.0,187.04545454545453,251.41071322249653,25.0,44.0,8230.0,187.04545454545453,0.0,25.0,No,No,legit
PRV53117,18.0,127000.0,7055.555555555556,3932.8514161404455,18.0,233.0,88370.0,379.2703862660944,1183.7709615914632,154.0,251.0,215370.0,858.0478087649402,0.07171314741035857,172.0,No,No,legit
PRV53119,3.0,24000.0,8000.0,8888.194417315588,3.0,15.0,2410.0,160.66666666666666,142.30082153495744,11.0,18.0,26410.0,1467.2222222222222,0.16666666666666666,14.0,Yes,Yes,fraud
PRV53120,10.0,101000.0,10100.0,12896.59731178043,10.0,55.0,14950.0,271.8181818181818,543.1222865817773,49.0,65.0,115950.0,1783.8461538461538,0.15384615384615385,59.0,No,No,legit
PRV53121,48.0,408000.0,8500.0,8807.636918328682,42.0,531.0,154270.0,290.52730696798494,560.3860737129476,255.0,579.0,562270.0,971.1053540587219,0.08290155440414508,297.0,Yes,Yes,fraud
PRV53122,0.0,0.0,0.0,0.0,0.0,24.0,8070.0,336.25,719.1952779503539,18.0,24.0,8070.0,336.25,0.0,18.0,No,No,legit
PRV53123,0.0,0.0,0.0,0.0,0.0,132.0,45750.0,346.59090909090907,669.9616367568257,82.0,132.0,45750.0,346.59090909090907,0.0,82.0,No,No,legit
PRV53124,20.0,169000.0,8450.0,7458.4815725736735,16.0,45.0,9380.0,208.44444444444446,513.3001760247806,39.0,65.0,178380.0,2744.3076923076924,0.3076923076923077,55.0,No,No,legit
PRV53125,0.0,0.0,0.0,0.0,0.0,2.0,500.0,250.0,353.5533905932738,2.0,2.0,500.0,250.0,0.0,2.0,No,No,legit
PRV53126,0.0,0.0,0.0,0.0,0.0,34.0,11820.0,347.6470588235294,631.9045709672222,25.0,34.0,11820.0,347.6470588235294,0.0,25.0,No,No,legit
PRV53127,1.0,10000.0,10000.0,0.0,1.0,98.0,19730.0,201.3265306122449,395.8095911985289,54.0,99.0,29730.0,300.3030303030303,0.010101010101010102,55.0,No,No,legit
PRV53128,1.0,6000.0,6000.0,0.0,1.0,32.0,18220.0,569.375,917.9146685338881,18.0,33.0,24220.0,733.939393939394,0.030303030303030304,19.0,No,No,legit
PRV53129,3.0,75000.0,25000.0,28354.89375751565,3.0,43.0,7550.0,175.58139534883722,246.99433505727941,36.0,46.0,82550.0,1794.5652173913043,0.06521739130434782,39.0,No,No,legit
PRV53131,6.0,47000.0,7833.333333333333,4708.148963941844,6.0,7.0,1330.0,190.0,249.5328969628387,7.0,13.0,48330.0,3717.6923076923076,0.46153846153846156,13.0,No,No,legit
PRV53133,0.0,0.0,0.0,0.0,0.0,159.0,46660.0,293.45911949685535,580.2509141037239,106.0,159.0,46660.0,293.45911949685535,0.0,106.0,No,No,legit
PRV53134,0.0,0.0,0.0,0.0,0.0,10.0,4030.0,403.0,493.5596327811981,8.0,10.0,4030.0,403.0,0.0,8.0,No,No,legit
PRV53135,7.0,68000.0,9714.285714285714,5089.672082242814,6.0,0.0,0.0,0.0,0.0,0.0,7.0,68000.0,9714.285714285714,1.0,6.0,No,No,legit
PRV53136,7.0,146000.0,20857.14285714286,20683.556846188807,7.0,36.0,15020.0,417.22222222222223,717.3387767539969,33.0,43.0,161020.0,3744.6511627906975,0.16279069767441862,40.0,Yes,Yes,fraud
PRV53137,0.0,0.0,0.0,0.0,0.0,30.0,8900.0,296.6666666666667,539.3120351562421,23.0,30.0,8900.0,296.6666666666667,0.0,23.0,No,No,legit
PRV53138,0.0,0.0,0.0,0.0,0.0,10.0,1570.0,157.0,148.40260554765652,10.0,10.0,1570.0,157.0,0.0,10.0,No,No,legit
PRV53139,0.0,0.0,0.0,0.0,0.0,9.0,780.0,86.66666666666667,73.3143914930759,7.0,9.0,780.0,86.66666666666667,0.0,7.0,No,No,legit
PRV53140,0.0,0.0,0.0,0.0,0.0,21.0,2180.0,103.80952380952381,115.95154981612755,19.0,21.0,2180.0,103.80952380952381,0.0,19.0,No,No,legit
PRV53141,32.0,313000.0,9781.25,10136.915529470141,30.0,73.0,19720.0,270.13698630136986,560.6333054647637,65.0,105.0,332720.0,3168.7619047619046,0.3047619047619048,95.0,No,No,legit
PRV53142,39.0,377000.0,9666.666666666666,7678.861392205341,36.0,72.0,17050.0,236.80555555555554,430.8551156397316,64.0,111.0,394050.0,3550.0,0.35135135135135137,100.0,Yes,Yes,fraud
PRV53143,4.0,64000.0,16000.0,5354.126134736337,3.0,8.0,1670.0,208.75,264.38270421060884,5.0,12.0,65670.0,5472.5,0.3333333333333333,8.0,No,No,legit
PRV53144,4.0,30300.0,7575.0,6647.493261874485,4.0,35.0,6160.0,176.0,264.45504455055357,32.0,39.0,36460.0,934.8717948717949,0.10256410256410256,36.0,No,No,legit
PRV53145,0.0,0.0,0.0,0.0,0.0,132.0,34760.0,263.3333333333333,557.4638134514994,111.0,132.0,34760.0,263.3333333333333,0.0,111.0,No,No,legit
PRV53147,0.0,0.0,0.0,0.0,0.0,18.0,6760.0,375.55555555555554,821.6641808815757,16.0,18.0,6760.0,375.55555555555554,0.0,16.0,No,No,legit
PRV53148,0.0,0.0,0.0,0.0,0.0,15.0,2580.0,172.0,199.8999749874922,13.0,15.0,2580.0,172.0,0.0,13.0,No,No,legit
PRV53149,0.0,0.0,0.0,0.0,0.0,61.0,14860.0,243.60655737704917,592.0276817483149,21.0,61.0,14860.0,243.60655737704917,0.0,21.0,No,No,legit
PRV53150,0.0,0.0,0.0,0.0,0.0,13.0,3130.0,240.76923076923077,308.58444383079166,5.0,13.0,3130.0,240.76923076923077,0.0,5.0,No,No,legit
PRV53151,0.0,0.0,0.0,0.0,0.0,25.0,6360.0,254.4,478.2004461171765,19.0,25.0,6360.0,254.4,0.0,19.0,No,No,legit
PRV53153,6.0,116000.0,19333.333333333332,16120.3804752452,4.0,18.0,5630.0,312.77777777777777,759.2396006807272,17.0,24.0,121630.0,5067.916666666667,0.25,21.0,No,No,legit
PRV53154,0.0,0.0,0.0,0.0,0.0,52.0,23670.0,455.1923076923077,841.1045268203634,15.0,52.0,23670.0,455.1923076923077,0.0,15.0,No,No,legit
PRV53156,0.0,0.0,0.0,0.0,0.0,16.0,6570.0,410.625,909.3988398936959,10.0,16.0,6570.0,410.625,0.0,10.0,No,No,legit
PRV53157,0.0,0.0,0.0,0.0,0.0,2.0,2190.0,1095.0,1421.2846301849606,2.0,2.0,2190.0,1095.0,0.0,2.0,No,No,legit
PRV53158,0.0,0.0,0.0,0.0,0.0,7.0,710.0,101.42857142857143,107.92413561210044,7.0,7.0,710.0,101.42857142857143,0.0,7.0,No,No,legit
PRV53159,2.0,32000.0,16000.0,8485.28137423857,2.0,25.0,4160.0,166.4,223.39949268817358,8.0,27.0,36160.0,1339.2592592592594,0.07407407407407407,10.0,No,No,legit
PRV53161,0.0,0.0,0.0,0.0,0.0,7.0,6810.0,972.8571428571429,1240.2246340309255,7.0,7.0,6810.0,972.8571428571429,0.0,7.0,No,No,legit
PRV53162,0.0,0.0,0.0,0.0,0.0,5.0,1350.0,270.0,334.21549934136806,5.0,5.0,1350.0,270.0,0.0,5.0,No,No,legit
